dataset,cohort,participant_id,session_id,chronological_position,video_order,presentation_id,video_name,video_id,content_id,source,canonical_quadrant,emotion_name,stimulus_duration_sec,timeline_start_sec,timeline_end_sec,timeline_duration_sec,timeline_end_is_fallback,segment_file,segment_available,segment_valid,segment_type,is_baseline,is_emotional_stimulus,valence_rating,arousal_rating,dominance_rating,valence_rating_count,arousal_rating_count,rating_policy_status,eeg_available,emg_available,ecg_available,gsr_available,raw_xdf_file,preprocessed_hdf5_file,participant_session_key,source_database_rows,identity_conflict_flag,notes,raw_emg_unit_id,raw_emg_unit_type,raw_emg_boundary_covered,raw_emg_observed_samples,raw_emg_expected_samples,raw_emg_sample_coverage_ratio,raw_emg_max_gap_sec,raw_emg_gap_ok,emg_ch1_finite_fraction,emg_ch2_finite_fraction,emg_ch1_exact_flatline,emg_ch2_exact_flatline,emg_ch1_low_variability_warning,emg_ch2_low_variability_warning,emg_ch1_std,emg_ch2_std,emg_ch1_robust_range,emg_ch2_robust_range,raw_emg_two_channel_eligible,raw_emg_one_channel_eligible,raw_emg_eligibility_reason,strict_signal_qc_applied,strict_two_channel_emg_eligible,strict_one_channel_emg_eligible,strict_signal_qc_status,before_valence,before_arousal,before_dominance,after_valence,after_arousal,after_dominance,after_valence_discard_midpoint_label,after_valence_midpoint_as_low_label,after_valence_midpoint_as_high_label,after_arousal_discard_midpoint_label,after_arousal_midpoint_as_low_label,after_arousal_midpoint_as_high_label,primary_valence_label,primary_arousal_label,primary_valence_label_available,primary_arousal_label_available,primary_label_policy
DEJA-VU,Cohort_B_Paired_EEG_EMG_Strict,P021,S001,2,6,P021_S001_p2,Scream,scream,filmstim_scream,FilmStim,B,Fear,216.0,349.0,565.0,216.0,False,S001_quadrant_B_pos2.h5,True,True,quadrant,False,True,3.0,3.0,3.0,2,2,"before=1,after=1",True,True,True,True,sub-P021_ses-S001_task-Default_run-001_eeg.xdf,clean_P021_S001.h5,P021_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,,P021_S001_p2,presentation,True,110447,110592,0.9986888744212964,0.0019556877668946,True,1.0,1.0,False,False,False,False,0.2357764423435908,0.1787445347476556,0.8872186839580536,1.0184093129634857,True,True,PASS,False,True,True,NOT_IMPLICATED,5,1,3,3,3,3,0.0,0,0,0.0,0,0,0,0,True,True,after_only;discard_midpoint;score_lt_5=low;score_eq_5=missing;score_gt_5=high
DEJA-VU,Cohort_B_Paired_EEG_EMG_Strict,P021,S001,3,10,P021_S001_p3,The Visitors,the_visitors,filmstim_the_visitors,FilmStim,A,Fun,130.0,698.0,828.0,130.0,False,S001_quadrant_A_pos3.h5,True,True,quadrant,False,True,5.0,3.0,3.0,2,2,"before=1,after=1",True,True,True,True,sub-P021_ses-S001_task-Default_run-001_eeg.xdf,clean_P021_S001.h5,P021_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,,P021_S001_p3,presentation,True,66472,66560,0.9986778846153846,0.0019556877668946,True,1.0,1.0,False,False,False,False,0.1503207622625641,0.1748860857851189,0.7751369047164911,0.9980042254924772,True,True,PASS,False,True,True,NOT_IMPLICATED,3,3,3,5,3,3,,0,1,0.0,0,0,,0,False,True,after_only;discard_midpoint;score_lt_5=low;score_eq_5=missing;score_gt_5=high
DEJA-VU,Cohort_B_Paired_EEG_EMG_Strict,P021,S001,4,14,P021_S001_p4,Dangerous Minds,dangerous_minds,"emostim,_filmstim_dangerous_minds","EmoStim, FilmStim",C,Sadness,143.0,961.0,1104.0,143.0,False,S001_quadrant_C_pos4.h5,True,True,quadrant,False,True,3.0,3.0,3.0,2,2,"before=1,after=1",True,True,True,True,sub-P021_ses-S001_task-Default_run-001_eeg.xdf,clean_P021_S001.h5,P021_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,,P021_S001_p4,presentation,True,73120,73216,0.9986888111888113,0.0019556877668946,True,1.0,1.0,False,False,False,False,0.1382819775692401,0.1861193166371211,0.6435460948944085,1.009934059381485,True,True,PASS,False,True,True,NOT_IMPLICATED,5,1,3,3,3,3,0.0,0,0,0.0,0,0,0,0,True,True,after_only;discard_midpoint;score_lt_5=low;score_eq_5=missing;score_gt_5=high
DEJA-VU,Cohort_B_Paired_EEG_EMG_Strict,P022,S001,2,6,P022_S001_p2,The Visitors,the_visitors,filmstim_the_visitors,FilmStim,A,Fun,130.0,349.0,479.0,130.0,False,S001_quadrant_A_pos2.h5,True,True,quadrant,False,True,3.0,7.0,3.0,2,2,"before=1,after=1",True,True,True,True,sub-P022_ses-S001_task-Default_run-001_eeg.xdf,clean_P022_S001.h5,P022_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,,P022_S001_p2,presentation,True,66558,66560,0.9999699519230768,0.0019531804136931,True,1.0,1.0,False,False,False,False,0.126609710315787,0.0441199672535258,0.4774796283245084,0.2080780792236325,True,True,PASS,False,True,True,NOT_IMPLICATED,6,4,3,3,7,3,0.0,0,0,1.0,1,1,0,1,True,True,after_only;discard_midpoint;score_lt_5=low;score_eq_5=missing;score_gt_5=high
DEJA-VU,Cohort_B_Paired_EEG_EMG_Strict,P022,S001,3,10,P022_S001_p3,My girl,my_girl,emostim_my_girl,EmoStim,C,Sadness,199.0,612.0,811.0,199.0,False,S001_quadrant_C_pos3.h5,True,True,quadrant,False,True,2.0,5.0,4.0,2,2,"before=1,after=1",True,True,True,True,sub-P022_ses-S001_task-Default_run-001_eeg.xdf,clean_P022_S001.h5,P022_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,,P022_S001_p3,presentation,True,101885,101888,0.9999705559045228,0.0019531804136931,True,1.0,1.0,False,False,False,False,0.1496472865974375,0.0498266091191765,0.5218241214752197,0.2485185432434082,True,True,PASS,False,True,True,NOT_IMPLICATED,6,2,4,2,5,4,0.0,0,0,,0,1,0,,True,False,after_only;discard_midpoint;score_lt_5=low;score_eq_5=missing;score_gt_5=high
DEJA-VU,Cohort_B_Paired_EEG_EMG_Strict,P022,S001,4,14,P022_S001_p4,Misery,misery,filmstim_misery,FilmStim,B,Fear,220.0,944.0,1164.0,220.0,False,S001_quadrant_B_pos4.h5,True,True,quadrant,False,True,1.0,7.0,2.0,2,2,"before=1,after=1",True,True,True,True,sub-P022_ses-S001_task-Default_run-001_eeg.xdf,clean_P022_S001.h5,P022_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,,P022_S001_p4,presentation,True,112637,112640,0.9999733664772728,0.0019531804136931,True,1.0,1.0,False,False,False,False,0.1028036176742576,0.0897316342371542,0.3441231918334964,0.3779566955566409,True,True,PASS,False,True,True,NOT_IMPLICATED,6,5,5,1,7,2,0.0,0,0,1.0,1,1,0,1,True,True,after_only;discard_midpoint;score_lt_5=low;score_eq_5=missing;score_gt_5=high
DEJA-VU,Cohort_B_Paired_EEG_EMG_Strict,P023,S001,2,6,P023_S001_p2,My girl,my_girl,emostim_my_girl,EmoStim,C,Sadness,199.0,349.0,548.0,199.0,False,S001_quadrant_C_pos2.h5,True,True,quadrant,False,True,3.0,1.0,4.0,2,2,"before=1,after=1",True,True,True,True,sub-P023_ses-S001_task-Default_run-001_eeg.xdf,clean_P023_S001.h5,P023_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,,P023_S001_p2,presentation,True,101882,101888,0.9999411118090452,0.0019532350561348,True,1.0,1.0,False,False,False,False,0.1175295027975439,0.094536591374856,0.4410567283630371,0.376932144165039,True,True,PASS,False,True,True,NOT_IMPLICATED,9,3,5,3,1,4,0.0,0,0,0.0,0,0,0,0,True,True,after_only;discard_midpoint;score_lt_5=low;score_eq_5=missing;score_gt_5=high
DEJA-VU,Cohort_B_Paired_EEG_EMG_Strict,P023,S001,3,10,P023_S001_p3,Misery,misery,filmstim_misery,FilmStim,B,Fear,220.0,681.0,901.0,220.0,False,S001_quadrant_B_pos3.h5,True,True,quadrant,False,True,4.0,3.0,5.0,2,2,"before=1,after=1",True,True,True,True,sub-P023_ses-S001_task-Default_run-001_eeg.xdf,clean_P023_S001.h5,P023_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,,P023_S001_p3,presentation,True,112634,112640,0.9999467329545456,0.0019532350561348,True,1.0,1.0,False,False,False,False,0.0595489326516485,0.0671804761628746,0.2309014797210693,0.316622257232666,True,True,PASS,False,True,True,NOT_IMPLICATED,8,4,5,4,3,5,0.0,0,0,0.0,0,0,0,0,True,True,after_only;discard_midpoint;score_lt_5=low;score_eq_5=missing;score_gt_5=high
DEJA-VU,Cohort_B_Paired_EEG_EMG_Strict,P023,S001,4,14,P023_S001_p4,Mr. Bean,mr._bean,emostim_mr._bean,EmoStim,A,Fun,159.0,1034.0,1193.0,159.0,False,S001_quadrant_A_pos4.h5,True,True,quadrant,False,True,9.0,4.0,5.0,2,2,"before=1,after=1",True,True,True,True,sub-P023_ses-S001_task-Default_run-001_eeg.xdf,clean_P023_S001.h5,P023_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,,P023_S001_p4,presentation,True,81404,81408,0.9999508647798742,0.0019532350561348,True,1.0,1.0,False,False,False,False,0.5203295299651357,0.068336017398161,3.2766882228851326,0.3030548095703125,True,True,PASS,False,True,True,NOT_IMPLICATED,9,2,5,9,4,5,1.0,1,1,0.0,0,0,1,0,True,True,after_only;discard_midpoint;score_lt_5=low;score_eq_5=missing;score_gt_5=high
DEJA-VU,Cohort_B_Paired_EEG_EMG_Strict,P024,S001,2,6,P024_S001_p2,The Visitors,the_visitors,filmstim_the_visitors,FilmStim,A,Fun,130.0,349.0,479.0,130.0,False,S001_quadrant_A_pos2.h5,True,True,quadrant,False,True,1.0,5.0,5.0,2,2,"before=1,after=1",True,True,True,True,sub-P024_ses-S001_task-Default_run-001_eeg.xdf,clean_P024_S001.h5,P024_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,,P024_S001_p2,presentation,True,66558,66560,0.9999699519230768,0.001953178551048,True,1.0,1.0,False,False,False,False,0.0300941339786327,0.7406057547083491,0.1622118949890136,2.5412885373830774,True,True,PASS,False,True,True,NOT_IMPLICATED,7,3,9,1,5,5,0.0,0,0,,0,1,0,,True,False,after_only;discard_midpoint;score_lt_5=low;score_eq_5=missing;score_gt_5=high
DEJA-VU,Cohort_B_Paired_EEG_EMG_Strict,P024,S001,3,10,P024_S001_p3,The Champ,the_champ,filmstim_the_champ,FilmStim,C,Sadness,181.0,612.0,793.0,181.0,False,S001_quadrant_C_pos3.h5,True,True,quadrant,False,True,1.0,7.0,5.0,2,2,"before=1,after=1",True,True,True,True,sub-P024_ses-S001_task-Default_run-001_eeg.xdf,clean_P024_S001.h5,P024_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,,P024_S001_p3,presentation,True,92669,92672,0.999967627762431,0.001953178551048,True,1.0,1.0,False,False,False,False,0.1172711811386011,0.2339386481897248,0.4635085201263429,0.8030416536331177,True,True,PASS,False,True,True,NOT_IMPLICATED,5,1,9,1,7,5,0.0,0,0,1.0,1,1,0,1,True,True,after_only;discard_midpoint;score_lt_5=low;score_eq_5=missing;score_gt_5=high
DEJA-VU,Cohort_B_Paired_EEG_EMG_Strict,P024,S001,4,14,P024_S001_p4,Misery,misery,filmstim_misery,FilmStim,B,Fear,220.0,926.0,1146.0,220.0,False,S001_quadrant_B_pos4.h5,True,True,quadrant,False,True,1.0,9.0,1.0,2,2,"before=1,after=1",True,True,True,True,sub-P024_ses-S001_task-Default_run-001_eeg.xdf,clean_P024_S001.h5,P024_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,,P024_S001_p4,presentation,True,112637,112640,0.9999733664772728,0.001953178551048,True,1.0,1.0,False,False,False,False,0.06861689357132,1.2545721079264656,0.2990384769439695,3.727051510810852,True,True,PASS,False,True,True,NOT_IMPLICATED,5,1,9,1,9,1,0.0,0,0,1.0,1,1,0,1,True,True,after_only;discard_midpoint;score_lt_5=low;score_eq_5=missing;score_gt_5=high
DEJA-VU,Cohort_B_Paired_EEG_EMG_Strict,P025,S001,2,6,P025_S001_p2,The Visitors,the_visitors,filmstim_the_visitors,FilmStim,A,Fun,130.0,349.0,479.0,130.0,False,S001_quadrant_A_pos2.h5,True,True,quadrant,False,True,5.0,7.0,7.0,2,2,"before=1,after=1",True,True,True,True,sub-P025_ses-S001_task-Default_run-001_eeg.xdf,clean_P025_S001.h5,P025_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,,P025_S001_p2,presentation,True,66558,66560,0.9999699519230768,0.0019531800644472,True,1.0,1.0,False,False,False,False,0.3074132404815645,0.1490803300650062,0.9181079864501952,0.6200747489929199,True,True,PASS,False,True,True,NOT_IMPLICATED,5,3,3,5,7,7,,0,1,1.0,1,1,,1,False,True,after_only;discard_midpoint;score_lt_5=low;score_eq_5=missing;score_gt_5=high
DEJA-VU,Cohort_B_Paired_EEG_EMG_Strict,P025,S001,3,10,P025_S001_p3,28 days later,28_days_later,emostim_28_days_later,EmoStim,B,Fear,172.0,612.0,784.0,172.0,False,S001_quadrant_B_pos3.h5,True,True,quadrant,False,True,2.0,6.0,5.0,2,2,"before=1,after=1",True,True,True,True,sub-P025_ses-S001_task-Default_run-001_eeg.xdf,clean_P025_S001.h5,P025_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,,P025_S001_p3,presentation,True,88061,88064,0.9999659338662792,0.0019531800644472,True,1.0,1.0,False,False,False,False,0.1798698544858531,0.1737643436713715,0.543787574768066,0.7292751312255863,True,True,PASS,False,True,True,NOT_IMPLICATED,6,2,2,2,6,5,0.0,0,0,1.0,1,1,0,1,True,True,after_only;discard_midpoint;score_lt_5=low;score_eq_5=missing;score_gt_5=high
DEJA-VU,Cohort_B_Paired_EEG_EMG_Strict,P025,S001,4,14,P025_S001_p4,Dangerous Minds,dangerous_minds,"emostim,_filmstim_dangerous_minds","EmoStim, FilmStim",C,Sadness,143.0,917.0,1060.0,143.0,False,S001_quadrant_C_pos4.h5,True,True,quadrant,False,True,4.0,4.0,2.0,2,2,"before=1,after=1",True,True,True,True,sub-P025_ses-S001_task-Default_run-001_eeg.xdf,clean_P025_S001.h5,P025_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,,P025_S001_p4,presentation,True,73214,73216,0.9999726835664337,0.0019531800644472,True,1.0,1.0,False,False,False,False,0.1154682572923889,0.1546848776786784,0.4789294576644893,0.639138813018798,True,True,PASS,False,True,True,NOT_IMPLICATED,7,2,2,4,4,2,0.0,0,0,0.0,0,0,0,0,True,True,after_only;discard_midpoint;score_lt_5=low;score_eq_5=missing;score_gt_5=high
DEJA-VU,Cohort_B_Paired_EEG_EMG_Strict,P026,S001,2,6,P026_S001_p2,Mr. Bean,mr._bean,emostim_mr._bean,EmoStim,A,Fun,159.0,349.0,508.0,159.0,False,S001_quadrant_A_pos2.h5,True,True,quadrant,False,True,9.0,5.0,9.0,2,2,"before=1,after=1",True,True,True,True,sub-P026_ses-S001_task-Default_run-001_eeg.xdf,clean_P026_S001.h5,P026_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,,P026_S001_p2,presentation,True,81311,81408,0.9988084709119496,0.0019554459722712,True,1.0,1.0,False,False,False,False,0.1098811822293742,0.0696126378113692,0.5350703358650204,0.3535084724426269,True,True,PASS,False,True,True,NOT_IMPLICATED,2,1,9,9,5,9,1.0,1,1,,0,1,1,,True,False,after_only;discard_midpoint;score_lt_5=low;score_eq_5=missing;score_gt_5=high
DEJA-VU,Cohort_B_Paired_EEG_EMG_Strict,P026,S001,3,10,P026_S001_p3,28 days later,28_days_later,emostim_28_days_later,EmoStim,B,Fear,172.0,641.0,813.0,172.0,False,S001_quadrant_B_pos3.h5,True,True,quadrant,False,True,2.0,7.0,5.0,2,2,"before=1,after=1",True,True,True,True,sub-P026_ses-S001_task-Default_run-001_eeg.xdf,clean_P026_S001.h5,P026_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,,P026_S001_p3,presentation,True,87960,88064,0.9988190406976744,0.0019554459722712,True,1.0,1.0,False,False,False,False,0.0724661325002002,0.1002594497468719,0.2526619005203248,0.4161528682708741,True,True,PASS,False,True,True,NOT_IMPLICATED,3,2,9,2,7,5,0.0,0,0,1.0,1,1,0,1,True,True,after_only;discard_midpoint;score_lt_5=low;score_eq_5=missing;score_gt_5=high
DEJA-VU,Cohort_B_Paired_EEG_EMG_Strict,P026,S001,4,14,P026_S001_p4,Dangerous Minds,dangerous_minds,"emostim,_filmstim_dangerous_minds","EmoStim, FilmStim",C,Sadness,143.0,946.0,1089.0,143.0,False,S001_quadrant_C_pos4.h5,True,True,quadrant,False,True,5.0,1.0,9.0,2,2,"before=1,after=1",True,True,True,True,sub-P026_ses-S001_task-Default_run-001_eeg.xdf,clean_P026_S001.h5,P026_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,,P026_S001_p4,presentation,True,73129,73216,0.99881173513986,0.0019554459722712,True,1.0,1.0,False,False,False,False,0.0542829393984359,0.2585522545380757,0.2282619857788086,0.835045204162598,True,True,PASS,False,True,True,NOT_IMPLICATED,3,4,7,5,1,9,,0,1,0.0,0,0,,0,False,True,after_only;discard_midpoint;score_lt_5=low;score_eq_5=missing;score_gt_5=high
DEJA-VU,Cohort_B_Paired_EEG_EMG_Strict,P027,S001,2,6,P027_S001_p2,The Champ,the_champ,filmstim_the_champ,FilmStim,C,Sadness,181.0,349.0,530.0,181.0,False,S001_quadrant_C_pos2.h5,True,True,quadrant,False,True,1.0,8.0,2.0,2,2,"before=1,after=1",True,True,True,True,sub-P027_ses-S001_task-Default_run-001_eeg.xdf,clean_P027_S001.h5,P027_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,,P027_S001_p2,presentation,True,92541,92672,0.9985864122928176,0.001955893356353,True,1.0,1.0,False,False,False,False,0.1962978498337652,0.057949091160592,0.6508064270019531,0.2896884918212885,True,True,PASS,False,True,True,NOT_IMPLICATED,8,4,6,1,8,2,0.0,0,0,1.0,1,1,0,1,True,True,after_only;discard_midpoint;score_lt_5=low;score_eq_5=missing;score_gt_5=high
DEJA-VU,Cohort_B_Paired_EEG_EMG_Strict,P027,S001,3,10,P027_S001_p3,Scream,scream,filmstim_scream,FilmStim,B,Fear,216.0,663.0,879.0,216.0,False,S001_quadrant_B_pos3.h5,True,True,quadrant,False,True,1.0,8.0,2.0,2,2,"before=1,after=1",True,True,True,True,sub-P027_ses-S001_task-Default_run-001_eeg.xdf,clean_P027_S001.h5,P027_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,,P027_S001_p3,presentation,True,110435,110592,0.998580367476852,0.001955893356353,True,1.0,1.0,False,False,False,False,0.061466810116351,0.180852263818711,0.2373523712158203,0.5840001010894778,True,True,PASS,False,True,True,NOT_IMPLICATED,4,5,4,1,8,2,0.0,0,0,1.0,1,1,0,1,True,True,after_only;discard_midpoint;score_lt_5=low;score_eq_5=missing;score_gt_5=high
DEJA-VU,Cohort_B_Paired_EEG_EMG_Strict,P027,S001,4,14,P027_S001_p4,The Visitors,the_visitors,filmstim_the_visitors,FilmStim,A,Fun,130.0,1012.0,1142.0,130.0,False,S001_quadrant_A_pos4.h5,True,True,quadrant,False,True,5.0,7.0,5.0,2,2,"before=1,after=1",True,True,True,True,sub-P027_ses-S001_task-Default_run-001_eeg.xdf,clean_P027_S001.h5,P027_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,,P027_S001_p4,presentation,True,66466,66560,0.9985877403846154,0.001955893356353,True,1.0,1.0,False,False,False,False,0.0873307985971709,0.058527557066933,0.355825662612915,0.2972323417663585,True,True,PASS,False,True,True,NOT_IMPLICATED,5,5,6,5,7,5,,0,1,1.0,1,1,,1,False,True,after_only;discard_midpoint;score_lt_5=low;score_eq_5=missing;score_gt_5=high
DEJA-VU,Cohort_B_Paired_EEG_EMG_Strict,P028,S001,2,6,P028_S001_p2,Misery,misery,filmstim_misery,FilmStim,B,Fear,220.0,349.0,569.0,220.0,False,S001_quadrant_B_pos2.h5,True,True,quadrant,False,True,1.0,6.0,3.0,2,2,"before=1,after=1",True,True,True,True,sub-P028_ses-S001_task-Default_run-001_eeg.xdf,clean_P028_S001.h5,P028_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,,P028_S001_p2,presentation,True,112637,112640,0.9999733664772728,0.0019531800353433,True,1.0,1.0,False,False,False,False,0.085864993610769,0.0666587447602901,0.3539009094238281,0.3846868133544916,True,True,PASS,False,True,True,NOT_IMPLICATED,7,2,5,1,6,3,0.0,0,0,1.0,1,1,0,1,True,True,after_only;discard_midpoint;score_lt_5=low;score_eq_5=missing;score_gt_5=high
DEJA-VU,Cohort_B_Paired_EEG_EMG_Strict,P028,S001,3,10,P028_S001_p3,The Champ,the_champ,filmstim_the_champ,FilmStim,C,Sadness,181.0,702.0,883.0,181.0,False,S001_quadrant_C_pos3.h5,True,True,quadrant,False,True,1.0,5.0,2.0,2,2,"before=1,after=1",True,True,True,True,sub-P028_ses-S001_task-Default_run-001_eeg.xdf,clean_P028_S001.h5,P028_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,,P028_S001_p3,presentation,True,92670,92672,0.9999784185082872,0.0019531800353433,True,1.0,1.0,False,False,False,False,0.0973299577946787,0.0659247349238748,0.3877885913848882,0.3870397758483896,True,True,PASS,False,True,True,NOT_IMPLICATED,7,2,5,1,5,2,0.0,0,0,,0,1,0,,True,False,after_only;discard_midpoint;score_lt_5=low;score_eq_5=missing;score_gt_5=high
DEJA-VU,Cohort_B_Paired_EEG_EMG_Strict,P028,S001,4,14,P028_S001_p4,The Visitors,the_visitors,filmstim_the_visitors,FilmStim,A,Fun,130.0,1016.0,1146.0,130.0,False,S001_quadrant_A_pos4.h5,True,True,quadrant,False,True,5.0,2.0,5.0,2,2,"before=1,after=1",True,True,True,True,sub-P028_ses-S001_task-Default_run-001_eeg.xdf,clean_P028_S001.h5,P028_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,,P028_S001_p4,presentation,True,66558,66560,0.9999699519230768,0.0019531800353433,True,1.0,1.0,False,False,False,False,0.0507652671421936,0.057301938788266,0.2140507030487057,0.3556532859802246,True,True,PASS,False,True,True,NOT_IMPLICATED,6,3,5,5,2,5,,0,1,0.0,0,0,,0,False,True,after_only;discard_midpoint;score_lt_5=low;score_eq_5=missing;score_gt_5=high
